object_id,url,標題,價格(元/月),押金(元),管理費(元),地址,行政區,路段,緯度,經度,格局,房,廳,衛,廚,陽台,可住人數,房型,建物型態,坪數,樓層,總樓層,最短租期(月),刊登日,出租方類型,特色標籤
bsb7ftn9cazv4yae,https://www.dd-room.com/object/bsb7ftn9cazv4yae,捷運台電大樓【超值租案】洗衣機★採光優★獨立衛浴,9999,19998,0,臺北市大安區和平東路一段,大安區,和平東路一段,25.0270164,121.524177,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,3,5,12,2026-07-03,broker,
m6c1ggw73pmn2wuk,https://www.dd-room.com/object/m6c1ggw73pmn2wuk,捷運六張犁【優質2房3廳】採光優★新裝修★和平高中,31999,63998,0,臺北市大安區臥龍街,大安區,臥龍街,25.0109102,121.5639627,2房3廳1衛1陽台,2,3,1,0,1,2,整層,elevator,25,3,4,12,2026-07-03,broker,可開伙、有電梯、有陽台
sgbq8ks9nn3wirzz,https://www.dd-room.com/object/sgbq8ks9nn3wirzz,木新市場【超值租案】可補助★入籍★洗衣機,14400,28800,600,臺北市文山區樟新街,文山區,樟新街,24.9794151,121.5551601,1房1衛,1,0,1,0,0,2,獨立套房,elevator,12,-1,7,12,2026-07-03,broker,可開伙、有電梯、租金補貼、可入籍
jbutihfjl6s0eli0,https://www.dd-room.com/object/jbutihfjl6s0eli0,@@雙連捷運商圈旁*挑高優質明亮通風美宅,47999,95998,2167,臺北市中山區新生北路二段,中山區,新生北路二段,25.0297486,121.5327247,2房1廳1衛3陽台,2,1,1,0,3,2,整層,elevator,21.7,7,13,12,2026-07-03,broker,對外窗、有電梯、水泥隔間
hwirfiroocwxdbdk,https://www.dd-room.com/object/hwirfiroocwxdbdk,近捷運忠孝新生【優質2房2廳】有陽台★附傢俱★電梯,48999,97998,0,臺北市大安區建國南路一段,大安區,建國南路一段,25.0431737,121.5369269,2房2廳1衛1陽台,2,2,1,0,1,2,整層,elevator,17,7,15,12,2026-07-03,broker,有電梯、有陽台
8dmfhydmoamup0sz,https://www.dd-room.com/object/8dmfhydmoamup0sz,捷運中山5分【豪邸4房2廳】房皆有窗★垃圾代收★警衛管理,71999,143998,2950,臺北市大同區承德路二段,大同區,承德路二段,25.0600848,121.5183019,4房2廳2衛2陽台,4,2,2,0,2,4,整層,elevator,43,5,12,12,2026-07-03,broker,可開伙、有電梯、垃圾代收、有陽台
iwqxsazkxkn0accx,https://www.dd-room.com/object/iwqxsazkxkn0accx,青年公園【優質租案】可補助★養寵物★工作室,25999,51998,0,臺北市萬華區萬大路,萬華區,萬大路,25.0267719,121.5005206,1房1衛,1,0,1,0,0,2,獨立套房,apt,24,2,4,12,2026-07-03,broker,可養貓、可養狗、租金補貼
exqtq5klcbqvvd4c,https://www.dd-room.com/object/exqtq5klcbqvvd4c,近捷運松山【超值租案】飲水機★近商圈★乾溼分離,12999,25998,0,臺北市信義區永吉路,信義區,永吉路,25.0455822,121.5742053,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,4,5,12,2026-07-03,broker,可開伙
txjqjte11z4uyvxy,https://www.dd-room.com/object/txjqjte11z4uyvxy,捷運象山站【優質租案】可補助★大空間★警衛管理,30000,60000,2905,臺北市信義區信義路五段,信義區,信義路五段,25.0330722,121.5605445,1房1衛,1,0,1,0,0,2,獨立套房,elevator,9,3,13,12,2026-07-03,broker,可開伙、有電梯、租金補貼
uwxr7indjxpjsevw,https://www.dd-room.com/object/uwxr7indjxpjsevw,原木香杉雙床豪華房,25000,25000,0,臺北市中正區博愛路,中正區,博愛路,25.037819,121.5110521,1房1衛,1,0,1,0,0,2,獨立套房,elevator,10,6,9,1,2026-07-03,individual,有電梯、水泥隔間、定期清潔、有飲水機
upmuglgk3t4berr9,https://www.dd-room.com/object/upmuglgk3t4berr9,奇岩站-重劃區優質四房,89000,178000,9518,臺北市北投區三合街一段,北投區,三合街一段,25.1270175,121.5056414,4房2廳2衛1廚1陽台,4,2,2,1,1,4,整層,elevator,59,2,9,12,2026-07-03,broker,可開伙、水泥隔間、有電梯、氣密窗、對外窗、包裹代收、垃圾代收、水費照台水、電費照台電、有陽台
4moyh7fk6xqpb19s,https://www.dd-room.com/object/4moyh7fk6xqpb19s,🪄西門商圈獨立套房✔️免爬梯✔️全新冷氣冰箱,19000,38000,850,臺北市萬華區成都路,萬華區,成都路,25.0437276,121.5017469,,0,0,0,0,0,2,獨立套房,elevator,8,7,10,12,2026-07-02,broker,可開伙、對外窗、有電梯、社會住宅、租金補貼
ky29gaduwwydrbar,https://www.dd-room.com/object/ky29gaduwwydrbar,近捷運芝山【優質雅房】獨立陽台★洗衣機★大空間,18500,37000,0,臺北市士林區中山北路六段,士林區,中山北路六段,25.1032702,121.5250883,1房1衛1陽台,1,0,1,0,1,2,獨立套房,apt,11,5,5,12,2026-07-02,broker,可開伙、有陽台
rxqihgmcibsunhwd,https://www.dd-room.com/object/rxqihgmcibsunhwd,近捷運台北小巨蛋【優質租案】大空間★採光優★獨立衛浴,15500,31000,500,臺北市松山區光復北路,松山區,光復北路,25.0499626,121.5578025,1房1衛,1,0,1,0,0,2,獨立套房,apt,7,3,4,12,2026-07-02,broker,
8jrvxnknhbnkahkc,https://www.dd-room.com/object/8jrvxnknhbnkahkc,捷運中山國小站【優質租案】限女★垃圾代收★獨立衛浴,19799,39598,0,臺北市中山區雙城街,中山區,雙城街,25.0645288,121.5243338,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,3,5,12,2026-07-02,broker,可開伙、垃圾代收
cf7fphsiv4nmhunl,https://www.dd-room.com/object/cf7fphsiv4nmhunl,捷運市政府1分【優質租案】可租補★養寵洽★獨洗衣機,29500,59000,0,臺北市信義區忠孝東路五段,信義區,忠孝東路五段,25.0411286,121.5785763,1房1衛,1,0,1,0,0,2,獨立套房,elevator,4,4,6,12,2026-07-02,broker,可養貓、可養狗、有電梯、租金補貼
xrvysbmgtjptszwi,https://www.dd-room.com/object/xrvysbmgtjptszwi,近捷運台電大樓【優質租案】免爬梯★獨立衛浴★精緻裝潢,10000,20000,0,臺北市大安區泰順街,大安區,泰順街,25.0250271,121.5314639,1房1衛,1,0,1,0,0,2,獨立套房,apt,3,1,4,12,2026-07-02,broker,
qefqp95zqm4vgftk,https://www.dd-room.com/object/qefqp95zqm4vgftk,捷運芝山5分【豪邸２＋１房２衛】平面車位★飯店管理★房皆有窗,97999,195998,7002,臺北市士林區中山北路六段,士林區,中山北路六段,25.1032702,121.5250883,3房2廳2衛2陽台,3,2,2,0,2,3,整層,elevator,47,4,13,12,2026-07-02,broker,可開伙、有電梯、有陽台
gola7tfcbwmfaofp,https://www.dd-room.com/object/gola7tfcbwmfaofp,近捷運景美【超值租案】可租補★大空間★獨洗衣機,11400,22800,600,臺北市文山區景福街,文山區,景福街,24.9958234,121.5360598,1房1衛,1,0,1,0,0,2,獨立套房,apt,6,2,6,12,2026-07-02,broker,可開伙、租金補貼
ctjqmfyxoaucrkhu,https://www.dd-room.com/object/ctjqmfyxoaucrkhu,銘傳大學【超值租案】可補助★限女性★獨立衛浴,8799,17598,400,臺北市士林區福港街,士林區,福港街,25.0880599,121.5180227,1房1衛,1,0,1,0,0,2,獨立套房,apt,3,3,4,12,2026-07-02,broker,租金補貼
twdksnr3apd2vtxg,https://www.dd-room.com/object/twdksnr3apd2vtxg,信義3樓/捷運6分/3米大客廳/乾濕分離/獨洗曬/極新/可炊.,30000,60000,0,臺北市信義區和平東路三段,信義區,和平東路三段,25.0144211,121.5622247,1房1廳1衛1廚1陽台,1,1,1,1,1,2,獨立套房,apt,10.5,3,5,12,2026-07-02,agent,有飲水機、對外窗、氣密窗、水泥隔間、可開伙、免仲介費、有陽台
zsmueqe5l3xfvvqk,https://www.dd-room.com/object/zsmueqe5l3xfvvqk,兆基社會住宅🏠友善屋源🧡木新路1+1房.低樓層.社區大樓,26000,52000,980,臺北市文山區木新路二段,文山區,木新路二段,24.9850982,121.5704141,2房1廳1衛1陽台,2,1,1,0,1,2,整層,elevator,11.7,1,6,12,2026-07-02,broker,可無火煮食、可養貓、租金補貼、可報稅、可入籍、社會住宅、免仲介費、有陽台、可開伙
un244dkzztekjv4m,https://www.dd-room.com/object/un244dkzztekjv4m,兆基社會住宅🏠友善屋源🧡裝修整理中🧡可先預約🧡可租補,12000,24000,0,臺北市萬華區青年路,萬華區,青年路,25.0250272,121.5034777,1房1衛,1,0,1,0,0,2,獨立套房,apt,13.3,4,5,12,2026-07-02,broker,可無火煮食、租金補貼、可報稅、可入籍、社會住宅、免仲介費、可開伙
chmv5szpnrj6qte9,https://www.dd-room.com/object/chmv5szpnrj6qte9,兆基社會住宅🏠友善屋源🧡台北車站🧡免仲🧡可租補入籍,23000,46000,1634,臺北市中正區開封街一段,中正區,開封街一段,25.0459566,121.5104087,1房1衛,1,0,1,0,0,2,獨立套房,elevator,8.1,11,14,12,2026-07-02,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費、可開伙、租金補貼
nimz7oonnjiqenfg,https://www.dd-room.com/object/nimz7oonnjiqenfg,天母國小【超值3房2衛】有廚房★房皆有窗★獨立陽台,38990,77980,0,臺北市士林區天母北路,士林區,天母北路,25.1201281,121.526482,3房2廳2衛2陽台,3,2,2,0,2,3,整層,apt,28,5,5,12,2026-07-02,broker,可開伙、有陽台
hslv3v34fghirkvu,https://www.dd-room.com/object/hslv3v34fghirkvu,近捷運行天宮【超值租案】對外窗★近商圈★獨立衛浴,10999,21998,0,臺北市中山區中原街,中山區,中原街,25.0637555,121.529034,1房1衛,1,0,1,0,0,2,獨立套房,house,4,4,4,12,2026-07-01,broker,
wc3pprctujoeax4y,https://www.dd-room.com/object/wc3pprctujoeax4y,中崙高中現代簡約風格公寓-拎包入住,55000,110000,600,臺北市松山區八德路四段,松山區,八德路四段,25.0488403,121.564381,3房2廳2衛1廚2陽台,3,2,2,1,2,3,整層,apt,34.1,5,5,12,2026-07-01,individual,可開伙、有飲水機、對外窗、氣密窗、水泥隔間、垃圾代收、免仲介費、電費照台電、水費照台水、可報稅、有陽台、租金補貼、可入籍
mdgtbtegcjggrxx1,https://www.dd-room.com/object/mdgtbtegcjggrxx1,@@士林芝山捷運商圈旁*河景採光明亮大露臺2房,44999,89998,1300,臺北市士林區雙溪街,士林區,雙溪街,25.1011645,121.5318572,2房2廳1衛3陽台,2,2,1,0,3,2,整層,elevator,30.3,9,9,12,2026-07-01,broker,對外窗、有電梯、水泥隔間
xbzfvhxnrxtd3dpr,https://www.dd-room.com/object/xbzfvhxnrxtd3dpr,@@龍山寺南機場夜市旁*採光明亮三房,47999,95998,0,臺北市萬華區西園路二段,萬華區,西園路二段,25.0263562,121.4931615,3房2廳2衛1陽台,3,2,2,0,1,3,整層,elevator,40,9,14,12,2026-07-01,broker,對外窗、有電梯、水泥隔間
nxiblis9wrlgn9s6,https://www.dd-room.com/object/nxiblis9wrlgn9s6,@@永康商圈森林公園旁*典雅明亮美住辦,68999,137998,4000,臺北市大安區新生南路二段,大安區,新生南路二段,25.0297486,121.5327247,3房2廳2衛1陽台,3,2,2,0,1,3,整層,elevator,53.7,7,12,12,2026-07-01,broker,對外窗、有電梯、水泥隔間
8ihvl0l1db5ghquw,https://www.dd-room.com/object/8ihvl0l1db5ghquw,@@捷運西門博愛特區*典雅明亮三房,69999,139998,7000,臺北市中正區博愛路,中正區,博愛路,25.037819,121.5110521,3房2廳2衛2陽台,3,2,2,0,2,3,整層,elevator,36.7,5,15,12,2026-07-01,broker,對外窗、有電梯、水泥隔間
dwevh3xdjpghyoih,https://www.dd-room.com/object/dwevh3xdjpghyoih,短租可免仲介費@@遠企大安信義臨江通化街商圈溫馨美雅房,13800,13800,0,臺北市大安區通化街,大安區,通化街,25.0287281,121.5538123,1房1廳1衛1陽台,1,1,1,0,1,1,雅房,apt,4,2,5,12,2026-07-01,broker,可開伙、有陽台
9espzcsebwieovc2,https://www.dd-room.com/object/9espzcsebwieovc2,@@內湖成功路大湖公園旁*稀有獨棟透天,100000,200000,1500,臺北市內湖區大湖街,內湖區,大湖街,25.0960205,121.6058394,5房5廳4衛3陽台,5,5,4,0,3,5,整層,villa,96.1,999,3,12,2026-07-01,broker,有陽台、可開伙、對外窗
hz8xtlkththrpj0h,https://www.dd-room.com/object/hz8xtlkththrpj0h,@@忠孝復興建國花市商圈旁*景觀明亮通風宅,69999,139998,6423,臺北市大安區仁愛路三段,大安區,仁愛路三段,25.037748,121.533251,4房2廳2衛2陽台,4,2,2,0,2,4,整層,elevator,42,8,12,12,2026-07-01,broker,對外窗、有電梯、水泥隔間
2s5jlxuvs2agdxt2,https://www.dd-room.com/object/2s5jlxuvs2agdxt2,@@六張犁敦南遠企商圈旁*典雅優質美三房,66999,133998,6571,臺北市大安區安和路二段,大安區,安和路二段,25.0287705,121.5505724,3房2廳2衛2陽台,3,2,2,0,2,3,整層,elevator,46.2,8,17,12,2026-07-01,broker,對外窗、有電梯、水泥隔間
pasezhdftcdk8iu7,https://www.dd-room.com/object/pasezhdftcdk8iu7,兆基社會住宅🏠友善屋源🧡龍山寺站/雙衛浴/可貓/租補入籍,30000,60000,0,臺北市萬華區大理街,萬華區,大理街,25.0340843,121.4963684,3房2廳2衛2陽台,3,2,2,0,2,3,整層,apt,32.5,5,5,12,2026-07-01,broker,可無火煮食、可養貓、可報稅、可入籍、社會住宅、免仲介費、有陽台、可開伙、租金補貼
wz03d1hfwwz3vycn,https://www.dd-room.com/object/wz03d1hfwwz3vycn,福德國小【超值3房2衛】有陽台★皆有窗★南港公園,27999,55998,0,臺北市南港區成福路,南港區,成福路,25.041876,121.5874763,3房2廳2衛1陽台,3,2,2,0,1,3,整層,apt,28,4,5,12,2026-06-30,broker,可開伙、有陽台
f6idctft6au1gz7m,https://www.dd-room.com/object/f6idctft6au1gz7m,💓中山國小捷運樓中樓/可養貓/台電/短租可談,27500,55000,0,臺北市中山區新生北路二段,中山區,新生北路二段,25.0297486,121.5327247,1房1廳1衛,1,1,1,0,0,1,整層,elevator,11.7,8,12,12,2026-06-30,broker,可無火煮食、可養貓、有電梯、對外窗、垃圾代收、電費照台電、水費照台水、保全設施
jonbshnjb7pi1sxx,https://www.dd-room.com/object/jonbshnjb7pi1sxx,💓新北投捷運站/可租補/可養貓/短租可談/復古風兩房,18500,37000,0,臺北市北投區大業路,北投區,大業路,25.1352964,121.4966738,2房1廳1衛,2,1,1,0,0,2,整層,apt,12,2,4,12,2026-06-30,broker,可無火煮食、可養貓、租金補貼、可報稅、可入籍、對外窗、可養其他寵物
kxjqhpfzkjzz0wps,https://www.dd-room.com/object/kxjqhpfzkjzz0wps,💓西門捷運/西門町近昆明街/電梯套房/可養貓/可短租,14000,28000,0,臺北市萬華區漢口街二段,萬華區,漢口街二段,25.046203,121.5046071,1房1衛,1,0,1,0,0,2,獨立套房,elevator,7,5,11,12,2026-06-30,broker,可無火煮食、可養貓、有電梯
6zr5koo8ozqb6ljh,https://www.dd-room.com/object/6zr5koo8ozqb6ljh,💓中山國小捷運/行天宮捷運/單人採光套房/含水費,8500,17000,0,臺北市中山區新生北路二段,中山區,新生北路二段,25.0297486,121.5327247,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,3,3,12,2026-06-30,broker,對外窗
9cts5l4pkhkxrn0t,https://www.dd-room.com/object/9cts5l4pkhkxrn0t,💓松江南京捷運/吉林路/松江路/可養貓/獨立洗衣機,17500,0,0,臺北市中山區長春路,中山區,長春路,25.0546827,121.5389309,1房1衛,1,0,1,0,0,2,獨立套房,apt,9,3,4,12,2026-06-30,broker,可無火煮食、可養貓、對外窗
dphsdhaqsqbv6djr,https://www.dd-room.com/object/dphsdhaqsqbv6djr,💓秒殺士林/可養貓/可租補/可報稅/台電/短租可談,13000,26000,500,臺北市士林區延平北路五段,士林區,延平北路五段,25.0811652,121.5105537,1房1衛,1,0,1,0,0,2,獨立套房,apt,6,3,5,12,2026-06-30,broker,可無火煮食、可養貓、租金補貼、可報稅、可入籍、對外窗、電費照台電、可養其他寵物
9srhkumdw9yybdqu,https://www.dd-room.com/object/9srhkumdw9yybdqu,南機場2房公寓,28888,56000,0,臺北市中正區中華路二段,中正區,中華路二段,25.0283573,121.5055818,2房1廳1衛,2,1,1,0,0,2,整層,apt,15,5,5,6,2026-06-30,agent,可無火煮食、對外窗、免仲介費
tvau1vg2kjwicvcr,https://www.dd-room.com/object/tvau1vg2kjwicvcr,整層租屋 近國父紀念館站 | 採光通風佳．生活機能完善,38000,76000,0,臺北市大安區光復南路,大安區,光復南路,25.0432029,121.5576586,3房2廳2衛1廚,3,2,2,1,0,3,整層,apt,24.3,5,5,12,2026-06-30,individual,可開伙、對外窗、氣密窗、水泥隔間、免仲介費、電費照台電、水費照台水
g7ouxyudhhcp7z9t,https://www.dd-room.com/object/g7ouxyudhhcp7z9t,海光公園【超值租案】可補助★採光優★低樓層,9999,19998,0,臺北市士林區葫蘆街,士林區,葫蘆街,25.0801826,121.5092364,1房1衛,1,0,1,0,0,2,獨立套房,apt,6,2,3,12,2026-06-29,broker,租金補貼
grouu3w6ex3jzw1h,https://www.dd-room.com/object/grouu3w6ex3jzw1h,台北車站3分【優質租案】可補助★有警衛★電梯,20999,41998,0,臺北市中山區中山北路一段,中山區,中山北路一段,25.0627663,121.5227366,1房1衛,1,0,1,0,0,2,獨立套房,elevator,4,6,12,12,2026-06-29,broker,有電梯、租金補貼
csr5hafx3vabqo0i,https://www.dd-room.com/object/csr5hafx3vabqo0i,民生社區【優質租案】可補助★垃圾代收★採光優,17799,35598,500,臺北市松山區民生東路五段,松山區,民生東路五段,25.0592086,121.568304,1房1衛,1,0,1,0,0,2,獨立套房,apt,7,4,4,12,2026-06-29,broker,垃圾代收、租金補貼
hjxjm9hvzee7aga4,https://www.dd-room.com/object/hjxjm9hvzee7aga4,兆基社宅🏠友善屋源🧡文化大學凱旋苑獨立套房/大床房,8000,16000,800,臺北市士林區凱旋路,士林區,凱旋路,25.1362122,121.5444527,1房1衛1陽台,1,0,1,0,1,2,獨立套房,apt,5.5,1,6,12,2026-06-29,broker,有陽台、租金補貼、可報稅、可入籍、社會住宅、免仲介費
lo3lxmrcgevqwkni,https://www.dd-room.com/object/lo3lxmrcgevqwkni,兆基社會住宅🏠友善屋源🧡北車電梯套房｜大空間｜可租補｜可,22500,45000,1409,臺北市中正區懷寧街,中正區,懷寧街,25.0416309,121.5140395,1房1衛,1,0,1,0,0,2,獨立套房,elevator,11.8,5,9,12,2026-06-29,broker,可無火煮食、可養貓、可報稅、有電梯、可入籍、社會住宅、免仲介費、可開伙、租金補貼
kzn22rr0vkpaacqu,https://www.dd-room.com/object/kzn22rr0vkpaacqu,兆基社會住宅🏠友善屋源🧡南京三民站7分鐘精裝修大三房,75000,150000,1000,臺北市松山區八德路四段,松山區,八德路四段,25.0488403,121.564381,3房2廳2衛1陽台,3,2,2,0,1,3,整層,elevator,39.7,4,7,12,2026-06-29,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費、有陽台、可開伙、租金補貼
ryhyjd9qtmmwhvva,https://www.dd-room.com/object/ryhyjd9qtmmwhvva,紗幔風情豪華房,26000,26000,0,臺北市中正區博愛路,中正區,博愛路,25.037819,121.5110521,1房1衛,1,0,1,0,0,2,獨立套房,elevator,9,6,9,1,2026-06-29,individual,有飲水機、對外窗、有電梯、水泥隔間、定期清潔
7n8eacabtkcvcus2,https://www.dd-room.com/object/7n8eacabtkcvcus2,近北投家樂福復興高中擁抱大自然套房,9700,19400,0,臺北市北投區大屯路,北投區,大屯路,25.1437697,121.5008212,1房1衛1陽台,1,0,1,0,1,2,獨立套房,house,7,2,3,12,2026-06-28,agent,可無火煮食、對外窗、水泥隔間、保全設施、免仲介費、有陽台、氣密窗
c9cc6oz96ghx3qhc,https://www.dd-room.com/object/c9cc6oz96ghx3qhc,捷運南京復興5分【超值租案】可補助★有電梯★警衛管理,12000,24000,502,臺北市中山區長安東路二段,中山區,長安東路二段,25.0483621,121.5380226,1房1衛,1,0,1,0,0,2,獨立套房,elevator,7,15,16,12,2026-06-28,broker,有電梯、租金補貼
juaibfc2kzc0w28c,https://www.dd-room.com/object/juaibfc2kzc0w28c,捷運劍潭【秒殺租案】可補助★免爬梯★士林商圈,11000,22000,0,臺北市士林區後港街,士林區,後港街,25.0842972,121.5227324,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,1,3,12,2026-06-28,broker,租金補貼
argr9jrxwa4llabp,https://www.dd-room.com/object/argr9jrxwa4llabp,近捷運內湖【優質租案】警衛管理★垃圾代收★大面採光,17999,35998,0,臺北市內湖區星雲街,內湖區,星雲街,25.0804626,121.5960403,1房1衛,1,0,1,0,0,2,獨立套房,elevator,8,19,21,12,2026-06-28,broker,可開伙、有電梯、垃圾代收
ov60qbombxaqb1xx,https://www.dd-room.com/object/ov60qbombxaqb1xx,小南門龍山寺站近南機場夜市！三套房每間都有衛浴歡迎上班族學生合租,14500,29000,500,臺北市中正區莒光路,中正區,莒光路,25.0312536,121.5023741,3房2廳4衛1廚,3,2,4,1,0,2,分租套房,apt,7,1,1,12,2026-06-27,individual,可養貓、可養狗、可養其他寵物、可開伙、對外窗、水泥隔間、免仲介費、電費照台電、水費照台水
qpclrhcv1qxjjiux,https://www.dd-room.com/object/qpclrhcv1qxjjiux,🥇大安MRT｜雙主臥3衛浴｜邊間採光明亮3+1房,90000,180000,3660,臺北市大安區仁愛路四段,大安區,仁愛路四段,25.0366083,121.5511194,4房2廳3衛1廚1陽台,4,2,3,1,1,4,整層,elevator,60,12,17,12,2026-06-27,broker,可開伙、有電梯、水泥隔間、垃圾代收、有陽台、水費照台水、電費照台電、包裹代收
sylukbdbhfov2ukl,https://www.dd-room.com/object/sylukbdbhfov2ukl,免佣）捷運松江南京【超值租案】可補助★可養貓★獨洗衣機,15999,31998,500,臺北市中山區吉林路,中山區,吉林路,25.0500274,121.5300457,1房1衛,1,0,1,0,0,2,獨立套房,apt,4,4,5,12,2026-06-27,broker,可養貓、可養狗、可開伙、租金補貼、免仲介費
zuqahz9kvtopxu4j,https://www.dd-room.com/object/zuqahz9kvtopxu4j,可租補！大安森林公園走1分鐘五套房電梯管理員代收都有,21400,50000,1000,臺北市大安區新生南路三段,大安區,新生南路三段,25.0204782,121.5341183,5房1廳5衛1廚1陽台,5,1,5,1,1,2,分租套房,elevator,6,12,12,12,2026-06-27,individual,對外窗、有電梯、水泥隔間、保全設施、包裹代收、垃圾代收、定期清潔、免仲介費、電費照台電、水費照台水、共生公寓、有陽台、租金補貼、可報稅
cg8suskaxl8shjkj,https://www.dd-room.com/object/cg8suskaxl8shjkj,近福林國小【超值3房2廳】可養寵★報稅★獨立陽台,36000,72000,0,臺北市士林區福志路,士林區,福志路,25.0986515,121.5288651,3房2廳1衛2陽台,3,2,1,0,2,3,整層,apt,32,5,5,12,2026-06-27,broker,可養貓、可養狗、可開伙、有陽台
eleqjjkrs5dasiq6,https://www.dd-room.com/object/eleqjjkrs5dasiq6,捷運中山2分【優質租案】採光佳★衛浴窗★獨立陽台,17199,34398,0,臺北市中山區中山北路二段,中山區,中山北路二段,25.0614803,121.5230193,1房1衛1陽台,1,0,1,0,1,2,獨立套房,apt,8,5,5,12,2026-06-27,broker,有陽台
2a1cqggdh1uzjc67,https://www.dd-room.com/object/2a1cqggdh1uzjc67,捷運中山5分【優質1房1廳】可補助★工作室★警衛管理,23000,46000,2000,臺北市中山區天津街,中山區,天津街,25.0503673,121.5230868,1房1廳1衛,1,1,1,0,0,1,整層,elevator,15,2,9,12,2026-06-27,broker,可開伙、有電梯、租金補貼
w4htyblpji1am7q8,https://www.dd-room.com/object/w4htyblpji1am7q8,中科大【優質３＋１房２衛】可養寵★有陽台★警衛管理,44999,89998,3689,臺北市文山區興隆路三段,文山區,興隆路三段,24.9981483,121.5588495,3房2廳2衛1陽台,3,2,2,0,1,3,整層,elevator,30,2,8,12,2026-06-26,broker,有電梯、有陽台
ajcxzuef86ivyvql,https://www.dd-room.com/object/ajcxzuef86ivyvql,中研院【優質2房1廳】可補助★有警衛★新大樓,34998,69996,1550,臺北市南港區大坑街,南港區,大坑街,25.0472548,121.6168706,2房1廳1衛1陽台,2,1,1,0,1,2,整層,elevator,5,3,12,12,2026-06-26,broker,可開伙、有電梯、有陽台、租金補貼
fkngjp8dq2590q4f,https://www.dd-room.com/object/fkngjp8dq2590q4f,捷運關渡【優質4房2衛】可補助★有陽台★雙層出租,45000,90000,0,臺北市北投區知行路,北投區,知行路,25.1179776,121.4648946,4房2廳2衛2陽台,4,2,2,0,2,4,整層,apt,46,4,5,12,2026-06-26,broker,可開伙、有陽台、租金補貼
zuktrlo1dz7kftge,https://www.dd-room.com/object/zuktrlo1dz7kftge,近捷運國父紀念館【優質1房1廳】可補助★有陽台★警衛管理,49799,99598,4783,臺北市信義區光復南路,信義區,光復南路,25.0403539,121.5577107,1房1廳1衛1陽台,1,1,1,0,1,1,整層,elevator,12,5,9,12,2026-06-26,broker,可開伙、有電梯、有陽台、租金補貼
foyiid8addkjkrwa,https://www.dd-room.com/object/foyiid8addkjkrwa,捷運台大醫院5分【優質租案】洗衣機★有陽台★垃圾代收,22999,45998,0,臺北市中正區衡陽路,中正區,衡陽路,25.0422859,121.512356,1房1衛1陽台,1,0,1,0,1,2,獨立套房,elevator,10,3,6,12,2026-06-26,broker,有電梯、垃圾代收、有陽台
hsahqmzruzqvteyq,https://www.dd-room.com/object/hsahqmzruzqvteyq,復興崗站三房美寓(可租屋補助),34000,68000,0,臺北市北投區新興路,北投區,新興路,25.1407088,121.488389,3房2廳1衛1廚2陽台,3,2,1,1,2,3,整層,apt,27.7,4,4,12,2026-06-25,broker,可無火煮食、對外窗、水泥隔間、有陽台、水費照台水、電費照台電、租金補貼
bbejykfcmrh3zgdv,https://www.dd-room.com/object/bbejykfcmrh3zgdv,近捷運古亭【超值1房1廳】附冷氣★衛浴開窗★師大首選,19997,39994,0,臺北市大安區金山南路二段,大安區,金山南路二段,25.0278817,121.5261748,1房1廳1衛,1,1,1,0,0,1,整層,apt,4,1,5,12,2026-06-25,broker,
ynj91u62i5bnzsfe,https://www.dd-room.com/object/ynj91u62i5bnzsfe,近台電大樓師大台大月租起包水電免押金,8000,0,0,臺北市大安區泰順街,大安區,泰順街,25.0250271,121.5314639,3房1廳2衛1廚1陽台,3,1,2,1,1,2,雅房,apt,4,2,5,1,2026-06-25,agent,共生公寓、可開伙、有陽台、租金補貼、可報稅、有飲水機、水泥隔間、免仲介費、對外窗、定期清潔
anfrxlb3kmj1dwvn,https://www.dd-room.com/object/anfrxlb3kmj1dwvn,近捷運國父紀念館【優質租案】精緻裝潢★乾溼分離★松菸文創,24999,49998,0,臺北市大安區延吉街,大安區,延吉街,25.0335105,121.557167,1房1衛,1,0,1,0,0,2,獨立套房,elevator,6,3,7,12,2026-06-25,broker,有電梯
87hbnlguvodj0gyj,https://www.dd-room.com/object/87hbnlguvodj0gyj,天母新光三越旁｜6坪套房｜房東自租免仲介費｜2樓生活機能佳,15000,30000,0,臺北市士林區天母東路,士林區,天母東路,25.118193,121.5367728,1房1衛,1,0,1,0,0,2,分租套房,apt,6,2,5,6,2026-06-25,individual,對外窗、免仲介費、電費照台電、垃圾代收
wibjtpepnepwiu7t,https://www.dd-room.com/object/wibjtpepnepwiu7t,兆基社會住宅🏠友善屋源🧡文化大學凱旋苑獨立套房/雙床房,8000,0,800,臺北市士林區凱旋路,士林區,凱旋路,25.1362122,121.5444527,1房1衛1陽台,1,0,1,0,1,2,獨立套房,apt,5.5,3,5,12,2026-06-25,broker,有陽台、租金補貼、可報稅、可入籍、社會住宅、免仲介費
